iso639-1,iso639-2b,iso639-2t,iso639-3,scope,language_type,name
,,,stu,individual,living,Samtao
,,,stv,individual,living,Silt'e
,,,stw,individual,living,Satawalese
,,,sty,individual,living,Siberian Tatar
,,,sua,individual,living,Sulka
,,,sub,individual,living,Suku
,,,suc,individual,living,Western Subanon
,,,sue,individual,living,Suena
,,,sug,individual,living,Suganga
,,,sui,individual,living,Suki
,,,suj,individual,living,Shubi
,suk,suk,suk,individual,living,Sukuma
su,sun,sun,sun,individual,living,Sundanese
,,,suo,individual,living,Bouni
,,,suq,individual,living,Tirmaga-Chai Suri
,,,sur,individual,living,Mwaghavul
,sus,sus,sus,individual,living,Susu
,,,sut,individual,extinct,Subtiaba
,,,suv,individual,living,Puroik
,,,suw,individual,living,Sumbwa
,sux,sux,sux,individual,historical,Sumerian
,,,suy,individual,living,Suyá
,,,suz,individual,living,Sunwar
,,,sva,individual,living,Svan
,,,svb,individual,living,Ulau-Suain
,,,svc,individual,living,Vincentian Creole English
,,,sve,individual,living,Serili
,,,svk,individual,living,Slovakian Sign Language
,,,svm,individual,living,Slavomolisano
,,,svs,individual,living,Savosavo
,,,svx,individual,historical,Skalvian
sw,swa,swa,swa,macrolanguage,living,Swahili (macrolanguage)
,,,swb,individual,living,Maore Comorian
,,,swc,individual,living,Congo Swahili
sv,swe,swe,swe,individual,living,Swedish
,,,swf,individual,living,Sere
,,,swg,individual,living,Swabian
,,,swh,individual,living,Swahili (individual language)
,,,swi,individual,living,Sui
,,,swj,individual,living,Sira
,,,swk,individual,living,Malawi Sena
,,,swl,individual,living,Swedish Sign Language
,,,swm,individual,living,Samosa
,,,swn,individual,living,Sawknah
,,,swo,individual,living,Shanenawa
,,,swp,individual,living,Suau
,,,swq,individual,living,Sharwa
,,,swr,individual,living,Saweru
,,,sws,individual,living,Seluwasan
,,,swt,individual,living,Sawila
,,,swu,individual,living,Suwawa
,,,swv,individual,living,Shekhawati
,,,sww,individual,extinct,Sowa
,,,swx,individual,living,Suruahá
,,,swy,individual,living,Sarua
,,,sxb,individual,living,Suba
,,,sxc,individual,historical,Sicanian
,,,sxe,individual,living,Sighu
,,,sxg,individual,living,Shuhi
,,,sxk,individual,extinct,Southern Kalapuya
,,,sxl,individual,extinct,Selian
,,,sxm,individual,living,Samre
,,,sxn,individual,living,Sangir
,,,sxo,individual,historical,Sorothaptic
,,,sxr,individual,living,Saaroa
,,,sxs,individual,living,Sasaru
,,,sxu,individual,living,Upper Saxon
,,,sxw,individual,living,Saxwe Gbe
,,,sya,individual,living,Siang
,,,syb,individual,living,Central Subanen
,syc,syc,syc,individual,historical,Classical Syriac
,,,syi,individual,living,Seki
,,,syk,individual,living,Sukur
,,,syl,individual,living,Sylheti
,,,sym,individual,living,Maya Samo
,,,syn,individual,living,Senaya
,,,syo,individual,living,Suoy
,syr,syr,syr,macrolanguage,living,Syriac
,,,sys,individual,living,Sinyar
,,,syw,individual,living,Kagate
,,,syx,individual,living,Samay
,,,syy,individual,living,Al-Sayyid Bedouin Sign Language
,,,sza,individual,living,Semelai
,,,szb,individual,living,Ngalum
,,,szc,individual,living,Semaq Beri
,,,sze,individual,living,Seze
,,,szg,individual,living,Sengele
,,,szl,individual,living,Silesian
,,,szn,individual,living,Sula
,,,szp,individual,living,Suabo
,,,szs,individual,living,Solomon Islands Sign Language
,,,szv,individual,living,Isu (Fako Division)
,,,szw,individual,living,Sawai
,,,szy,individual,living,Sakizaya
,,,taa,individual,living,Lower Tanana
,,,tab,individual,living,Tabassaran
,,,tac,individual,living,Lowland Tarahumara
,,,tad,individual,living,Tause
,,,tae,individual,living,Tariana
,,,taf,individual,living,Tapirapé
,,,tag,individual,living,Tagoi
ty,tah,tah,tah,individual,living,Tahitian
,,,taj,individual,living,Eastern Tamang
,,,tak,individual,living,Tala
,,,tal,individual,living,Tal
ta,tam,tam,tam,individual,living,Tamil
,,,tan,individual,living,Tangale
,,,tao,individual,living,Yami
,,,tap,individual,living,Taabwa
,,,taq,individual,living,Tamasheq
,,,tar,individual,living,Central Tarahumara
,,,tas,individual,extinct,Tay Boi
tt,tat,tat,tat,individual,living,Tatar
,,,tau,individual,living,Upper Tanana
,,,tav,individual,living,Tatuyo
,,,taw,individual,living,Tai
,,,tax,individual,living,Tamki
,,,tay,individual,living,Atayal
,,,taz,individual,living,Tocho
,,,tba,individual,living,Aikanã
,,,tbc,individual,living,Takia
,,,tbd,individual,living,Kaki Ae
,,,tbe,individual,living,Tanimbili
,,,tbf,individual,living,Mandara
,,,tbg,individual,living,North Tairora
,,,tbh,individual,extinct,Dharawal
,,,tbi,individual,living,Gaam
,,,tbj,individual,living,Tiang
,,,tbk,individual,living,Calamian Tagbanwa
,,,tbl,individual,living,Tboli
,,,tbm,individual,living,Tagbu
,,,tbn,individual,living,Barro Negro Tunebo
,,,tbo,individual,living,Tawala
,,,tbp,individual,living,Taworta
,,,tbr,individual,living,Tumtum
,,,tbs,individual,living,Tanguat
,,,tbt,individual,living,Tembo (Kitembo)
,,,tbu,individual,extinct,Tubar
,,,tbv,individual,living,Tobo
,,,tbw,individual,living,Tagbanwa
,,,tbx,individual,living,Kapin
,,,tby,individual,living,Tabaru
,,,tbz,individual,living,Ditammari
,,,tca,individual,living,Ticuna
,,,tcb,individual,living,Tanacross
,,,tcc,individual,living,Datooga
,,,tcd,individual,living,Tafi
,,,tce,individual,living,Southern Tutchone
,,,tcf,individual,living,Malinaltepec Me'phaa
,,,tcg,individual,living,Tamagario
,,,tch,individual,living,Turks And Caicos Creole English
,,,tci,individual,living,Wára
,,,tck,individual,living,Tchitchege
,,,tcl,individual,extinct,Taman (Myanmar)
,,,tcm,individual,living,Tanahmerah
,,,tcn,individual,living,Tichurong
,,,tco,individual,living,Taungyo
,,,tcp,individual,living,Tawr Chin
,,,tcq,individual,living,Kaiy
,,,tcs,individual,living,Torres Strait Creole
,,,tct,individual,living,T'en
,,,tcu,individual,living,Southeastern Tarahumara
,,,tcw,individual,living,Tecpatlán Totonac
,,,tcx,individual,living,Toda
,,,tcy,individual,living,Tulu
,,,tcz,individual,living,Thado Chin
,,,tda,individual,living,Tagdal
,,,tdb,individual,living,Panchpargania
,,,tdc,individual,living,Emberá-Tadó
,,,tdd,individual,living,Tai Nüa
,,,tde,individual,living,Tiranige Diga Dogon
,,,tdf,individual,living,Talieng
,,,tdg,individual,living,Western Tamang
,,,tdh,individual,living,Thulung
,,,tdi,individual,living,Tomadino
,,,tdj,individual,living,Tajio
,,,tdk,individual,living,Tambas
,,,tdl,individual,living,Sur
,,,tdm,individual,living,Taruma
,,,tdn,individual,living,Tondano
,,,tdo,individual,living,Teme
,,,tdq,individual,living,Tita
,,,tdr,individual,living,Todrah
,,,tds,individual,living,Doutai
,,,tdt,individual,living,Tetun Dili
,,,tdv,individual,living,Toro
,,,tdx,individual,living,Tandroy-Mahafaly Malagasy
,,,tdy,individual,living,Tadyawan
,,,tea,individual,living,Temiar
,,,teb,individual,extinct,Tetete
,,,tec,individual,living,Terik
,,,ted,individual,living,Tepo Krumen
,,,tee,individual,living,Huehuetla Tepehua
,,,tef,individual,living,Teressa
,,,teg,individual,living,Teke-Tege
,,,teh,individual,living,Tehuelche
,,,tei,individual,living,Torricelli
,,,tek,individual,living,Ibali Teke
te,tel,tel,tel,individual,living,Telugu
,tem,tem,tem,individual,living,Timne
,,,ten,individual,extinct,Tama (Colombia)
,,,teo,individual,living,Teso
,,,tep,individual,extinct,Tepecano
,,,teq,individual,living,Temein
,ter,ter,ter,individual,living,Tereno
,,,tes,individual,living,Tengger
,tet,tet,tet,individual,living,Tetum
,,,teu,individual,living,Soo
,,,tev,individual,living,Teor
,,,tew,individual,living,Tewa (USA)
,,,tex,individual,living,Tennet
,,,tey,individual,living,Tulishi
,,,tez,individual,living,Tetserret
,,,tfi,individual,living,Tofin Gbe
,,,tfn,individual,living,Tanaina
,,,tfo,individual,living,Tefaro
,,,tfr,individual,living,Teribe
,,,tft,individual,living,Ternate
,,,tga,individual,living,Sagalla
,,,tgb,individual,living,Tobilung
,,,tgc,individual,living,Tigak
,,,tgd,individual,living,Ciwogai
,,,tge,individual,living,Eastern Gorkha Tamang
,,,tgf,individual,living,Chalikha
,,,tgh,individual,living,Tobagonian Creole English
,,,tgi,individual,living,Lawunuia
,,,tgj,individual,living,Tagin
tg,tgk,tgk,tgk,individual,living,Tajik
tl,tgl,tgl,tgl,individual,living,Tagalog
,,,tgn,individual,living,Tandaganon
,,,tgo,individual,living,Sudest
,,,tgp,individual,living,Tangoa
,,,tgq,individual,living,Tring
,,,tgr,individual,living,Tareng
,,,tgs,individual,living,Nume
,,,tgt,individual,living,Central Tagbanwa
,,,tgu,individual,living,Tanggu
,,,tgv,individual,extinct,Tingui-Boto
,,,tgw,individual,living,Tagwana Senoufo
,,,tgx,individual,living,Tagish
,,,tgy,individual,extinct,Togoyo
,,,tgz,individual,extinct,Tagalaka
th,tha,tha,tha,individual,living,Thai
,,,thd,individual,living,Kuuk Thaayorre
,,,the,individual,living,Chitwania Tharu
,,,thf,individual,living,Thangmi
,,,thh,individual,living,Northern Tarahumara
,,,thi,individual,living,Tai Long
,,,thk,individual,living,Tharaka
,,,thl,individual,living,Dangaura Tharu
,,,thm,individual,living,Aheu
,,,thn,individual,living,Thachanadan
,,,thp,individual,living,Thompson
,,,thq,individual,living,Kochila Tharu
,,,thr,individual,living,Rana Tharu
,,,ths,individual,living,Thakali
,,,tht,individual,living,Tahltan
,,,thu,individual,living,Thuri
,,,thv,individual,living,Tahaggart Tamahaq
,,,thy,individual,living,Tha
,,,thz,individual,living,Tayart Tamajeq
,,,tia,individual,living,Tidikelt Tamazight
,,,tic,individual,living,Tira
,,,tif,individual,living,Tifal
,tig,tig,tig,individual,living,Tigre
,,,tih,individual,living,Timugon Murut
,,,tii,individual,living,Tiene
,,,tij,individual,living,Tilung
,,,tik,individual,living,Tikar
,,,til,individual,extinct,Tillamook
,,,tim,individual,living,Timbe
,,,tin,individual,living,Tindi
,,,tio,individual,living,Teop
,,,tip,individual,living,Trimuris
,,,tiq,individual,living,Tiéfo
ti,tir,tir,tir,individual,living,Tigrinya
,,,tis,individual,living,Masadiit Itneg
,,,tit,individual,living,Tinigua
,,,tiu,individual,living,Adasen
,tiv,tiv,tiv,individual,living,Tiv
,,,tiw,individual,living,Tiwi
,,,tix,individual,living,Southern Tiwa
,,,tiy,individual,living,Tiruray
,,,tiz,individual,living,Tai Hongjin
,,,tja,individual,living,Tajuasohn
,,,tjg,individual,living,Tunjung
,,,tji,individual,living,Northern Tujia
,,,tjj,individual,living,Tjungundji
,,,tjl,individual,living,Tai Laing
,,,tjm,individual,extinct,Timucua
,,,tjn,individual,extinct,Tonjon
,,,tjo,individual,living,Temacine Tamazight
,,,tjp,individual,living,Tjupany
,,,tjs,individual,living,Southern Tujia
,,,tju,individual,extinct,Tjurruru
,,,tjw,individual,living,Djabwurrung
,,,tka,individual,extinct,Truká
,,,tkb,individual,living,Buksa
,,,tkd,individual,living,Tukudede
,,,tke,individual,living,Takwane
,,,tkf,individual,extinct,Tukumanféd
,,,tkg,individual,living,Tesaka Malagasy
,tkl,tkl,tkl,individual,living,Tokelau
,,,tkm,individual,extinct,Takelma
,,,tkn,individual,living,Toku-No-Shima
,,,tkp,individual,living,Tikopia
,,,tkq,individual,living,Tee
,,,tkr,individual,living,Tsakhur
,,,tks,individual,living,Takestani
,,,tkt,individual,living,Kathoriya Tharu
,,,tku,individual,living,Upper Necaxa Totonac
,,,tkv,individual,living,Mur Pano
,,,tkw,individual,living,Teanu
,,,tkx,individual,living,Tangko
,,,tkz,individual,living,Takua
,,,tla,individual,living,Southwestern Tepehuan
,,,tlb,individual,living,Tobelo
,,,tlc,individual,living,Yecuatla Totonac
,,,tld,individual,living,Talaud
,,,tlf,individual,living,Telefol
,,,tlg,individual,living,Tofanma
,tlh,tlh,tlh,individual,constructed,Klingon
,tli,tli,tli,individual,living,Tlingit
,,,tlj,individual,living,Talinga-Bwisi
,,,tlk,individual,living,Taloki
,,,tll,individual,living,Tetela
,,,tlm,individual,living,Tolomako
,,,tln,individual,living,Talondo'
,,,tlo,individual,living,Talodi
,,,tlp,individual,living,Filomena Mata-Coahuitlán Totonac
,,,tlq,individual,living,Tai Loi
,,,tlr,individual,living,Talise
,,,tls,individual,living,Tambotalo
,,,tlt,individual,living,Sou Nama
,,,tlu,individual,living,Tulehu
,,,tlv,individual,living,Taliabu
,,,tlx,individual,living,Khehek
,,,tly,individual,living,Talysh
,,,tma,individual,living,Tama (Chad)
,,,tmb,individual,living,Katbol
,,,tmc,individual,living,Tumak
,,,tmd,individual,living,Haruai
,,,tme,individual,extinct,Tremembé
,,,tmf,individual,living,Toba-Maskoy
,,,tmg,individual,extinct,Ternateño
,tmh,tmh,tmh,macrolanguage,living,Tamashek
,,,tmi,individual,living,Tutuba
,,,tmj,individual,living,Samarokena
,,,tml,individual,living,Tamnim Citak
,,,tmm,individual,living,Tai Thanh
,,,tmn,individual,living,Taman (Indonesia)
,,,tmo,individual,living,Temoq
,,,tmq,individual,living,Tumleo
,,,tmr,individual,extinct,Jewish Babylonian Aramaic (ca. 200-1200 CE)
,,,tms,individual,living,Tima
,,,tmt,individual,living,Tasmate
,,,tmu,individual,living,Iau
,,,tmv,individual,living,Tembo (Motembo)
,,,tmw,individual,living,Temuan
,,,tmy,individual,living,Tami
,,,tmz,individual,extinct,Tamanaku
,,,tna,individual,living,Tacana
,,,tnb,individual,living,Western Tunebo
,,,tnc,individual,living,Tanimuca-Retuarã
,,,tnd,individual,living,Angosturas Tunebo
,,,tng,individual,living,Tobanga
,,,tnh,individual,living,Maiani
,,,tni,individual,living,Tandia
,,,tnk,individual,living,Kwamera
,,,tnl,individual,living,Lenakel
,,,tnm,individual,living,Tabla
,,,tnn,individual,living,North Tanna
,,,tno,individual,living,Toromono
,,,tnp,individual,living,Whitesands
,,,tnq,individual,extinct,Taino
,,,tnr,individual,living,Ménik
,,,tns,individual,living,Tenis
,,,tnt,individual,living,Tontemboan
,,,tnu,individual,living,Tay Khang
,,,tnv,individual,living,Tangchangya
,,,tnw,individual,living,Tonsawang
,,,tnx,individual,living,Tanema
,,,tny,individual,living,Tongwe
,,,tnz,individual,living,Ten'edn
,,,tob,individual,living,Toba
,,,toc,individual,living,Coyutla Totonac
,,,tod,individual,living,Toma
,,,tof,individual,living,Gizrra
,tog,tog,tog,individual,living,Tonga (Nyasa)
,,,toh,individual,living,Gitonga
,,,toi,individual,living,Tonga (Zambia)
,,,toj,individual,living,Tojolabal
,,,tok,individual,constructed,Toki Pona
,,,tol,individual,extinct,Tolowa
,,,tom,individual,living,Tombulu
to,ton,ton,ton,individual,living,Tonga (Tonga Islands)
,,,too,individual,living,Xicotepec De Juárez Totonac
,,,top,individual,living,Papantla Totonac
,,,toq,individual,living,Toposa
,,,tor,individual,living,Togbo-Vara Banda
,,,tos,individual,living,Highland Totonac
,,,tou,individual,living,Tho
,,,tov,individual,living,Upper Taromi
,,,tow,individual,living,Jemez
,,,tox,individual,living,Tobian
,,,toy,individual,living,Topoiyo
,,,toz,individual,living,To
,,,tpa,individual,living,Taupota
,,,tpc,individual,living,Azoyú Me'phaa
,,,tpe,individual,living,Tippera
,,,tpf,individual,living,Tarpia
,,,tpg,individual,living,Kula
,tpi,tpi,tpi,individual,living,Tok Pisin
,,,tpj,individual,living,Tapieté
,,,tpk,individual,extinct,Tupinikin
,,,tpl,individual,living,Tlacoapa Me'phaa
,,,tpm,individual,living,Tampulma
,,,tpn,individual,extinct,Tupinambá
,,,tpo,individual,living,Tai Pao
,,,tpp,individual,living,Pisaflores Tepehua
,,,tpq,individual,living,Tukpa
,,,tpr,individual,living,Tuparí
,,,tpt,individual,living,Tlachichilco Tepehua
,,,tpu,individual,living,Tampuan
,,,tpv,individual,living,Tanapag
,,,tpx,individual,living,Acatepec Me'phaa
,,,tpy,individual,living,Trumai
,,,tpz,individual,living,Tinputz
,,,tqb,individual,living,Tembé
,,,tql,individual,living,Lehali
,,,tqm,individual,living,Turumsa
,,,tqn,individual,living,Tenino
,,,tqo,individual,living,Toaripi
,,,tqp,individual,living,Tomoip
,,,tqq,individual,living,Tunni
,,,tqr,individual,extinct,Torona
,,,tqt,individual,living,Western Totonac
,,,tqu,individual,living,Touo
,,,tqw,individual,extinct,Tonkawa
,,,tra,individual,living,Tirahi
,,,trb,individual,living,Terebu
,,,trc,individual,living,Copala Triqui
,,,trd,individual,living,Turi
,,,tre,individual,living,East Tarangan
,,,trf,individual,living,Trinidadian Creole English
,,,trg,individual,living,Lishán Didán
,,,trh,individual,living,Turaka
,,,tri,individual,living,Trió
,,,trj,individual,living,Toram
,,,trl,individual,living,Traveller Scottish
,,,trm,individual,living,Tregami
,,,trn,individual,living,Trinitario
,,,tro,individual,living,Tarao Naga
,,,trp,individual,living,Kok Borok
,,,trq,individual,living,San Martín Itunyoso Triqui
,,,trr,individual,living,Taushiro
,,,trs,individual,living,Chicahuaxtla Triqui
,,,trt,individual,living,Tunggare
,,,tru,individual,living,Turoyo
,,,trv,individual,living,Sediq
,,,trw,individual,living,Torwali
,,,trx,individual,living,Tringgus-Sembaan Bidayuh
,,,try,individual,extinct,Turung
,,,trz,individual,extinct,Torá
,,,tsa,individual,living,Tsaangi
,,,tsb,individual,living,Tsamai
,,,tsc,individual,living,Tswa
,,,tsd,individual,living,Tsakonian
,,,tse,individual,living,Tunisian Sign Language
,,,tsg,individual,living,Tausug
,,,tsh,individual,living,Tsuvan
,tsi,tsi,tsi,individual,living,Tsimshian
,,,tsj,individual,living,Tshangla
,,,tsk,individual,living,Tseku
,,,tsl,individual,living,Ts'ün-Lao
,,,tsm,individual,living,Turkish Sign Language
tn,tsn,tsn,tsn,individual,living,Tswana
ts,tso,tso,tso,individual,living,Tsonga
,,,tsp,individual,living,Northern Toussian
,,,tsq,individual,living,Thai Sign Language
,,,tsr,individual,living,Akei
,,,tss,individual,living,Taiwan Sign Language
,,,tst,individual,living,Tondi Songway Kiini
,,,tsu,individual,living,Tsou
,,,tsv,individual,living,Tsogo
,,,tsw,individual,living,Tsishingini
,,,tsx,individual,living,Mubami
,,,tsy,individual,living,Tebul Sign Language
,,,tsz,individual,living,Purepecha
,,,tta,individual,extinct,Tutelo
,,,ttb,individual,living,Gaa
,,,ttc,individual,living,Tektiteko
,,,ttd,individual,living,Tauade
,,,tte,individual,living,Bwanabwana
,,,ttf,individual,living,Tuotomb
,,,ttg,individual,living,Tutong
,,,tth,individual,living,Upper Ta'oih
,,,tti,individual,living,Tobati
,,,ttj,individual,living,Tooro
,,,ttk,individual,living,Totoro
,,,ttl,individual,living,Totela
,,,ttm,individual,living,Northern Tutchone
,,,ttn,individual,living,Towei
,,,tto,individual,living,Lower Ta'oih
,,,ttp,individual,living,Tombelala
,,,ttq,individual,living,Tawallammat Tamajaq
,,,ttr,individual,living,Tera
,,,tts,individual,living,Northeastern Thai
,,,ttt,individual,living,Muslim Tat
,,,ttu,individual,living,Torau
,,,ttv,individual,living,Titan
,,,ttw,individual,living,Long Wat
,,,tty,individual,living,Sikaritai
,,,ttz,individual,living,Tsum
,,,tua,individual,living,Wiarumus
,,,tub,individual,extinct,Tübatulabal
,,,tuc,individual,living,Mutu
,,,tud,individual,extinct,Tuxá
,,,tue,individual,living,Tuyuca
,,,tuf,individual,living,Central Tunebo
,,,tug,individual,living,Tunia
,,,tuh,individual,living,Taulil
,,,tui,individual,living,Tupuri
,,,tuj,individual,living,Tugutil
tk,tuk,tuk,tuk,individual,living,Turkmen
,,,tul,individual,living,Tula
,tum,tum,tum,individual,living,Tumbuka
,,,tun,individual,living,Tunica
,,,tuo,individual,living,Tucano
,,,tuq,individual,living,Tedaga
tr,tur,tur,tur,individual,living,Turkish
,,,tus,individual,living,Tuscarora
,,,tuu,individual,living,Tututni
,,,tuv,individual,living,Turkana
,,,tux,individual,extinct,Tuxináwa
,,,tuy,individual,living,Tugen
,,,tuz,individual,living,Turka
,,,tva,individual,living,Vaghua
,,,tvd,individual,living,Tsuvadi
,,,tve,individual,living,Te'un
,,,tvi,individual,living,Tulai
,,,tvk,individual,living,Southeast Ambrym
,tvl,tvl,tvl,individual,living,Tuvalu
,,,tvm,individual,living,Tela-Masbuar
,,,tvn,individual,living,Tavoyan
,,,tvo,individual,living,Tidore
,,,tvs,individual,living,Taveta
,,,tvt,individual,living,Tutsa Naga
,,,tvu,individual,living,Tunen
,,,tvw,individual,living,Sedoa
,,,tvx,individual,extinct,Taivoan
,,,tvy,individual,extinct,Timor Pidgin
,,,twa,individual,extinct,Twana
,,,twb,individual,living,Western Tawbuid
,,,twc,individual,extinct,Teshenawa
,,,twd,individual,living,Twents
,,,twe,individual,living,Tewa (Indonesia)
,,,twf,individual,living,Northern Tiwa
,,,twg,individual,living,Tereweng
,,,twh,individual,living,Tai Dón
tw,twi,twi,twi,individual,living,Twi
,,,twl,individual,living,Tawara
,,,twm,individual,living,Tawang Monpa
,,,twn,individual,living,Twendi
,,,two,individual,living,Tswapong
,,,twp,individual,living,Ere
,,,twq,individual,living,Tasawaq
,,,twr,individual,living,Southwestern Tarahumara
,,,twt,individual,extinct,Turiwára
,,,twu,individual,living,Termanu
,,,tww,individual,living,Tuwari
,,,twx,individual,living,Tewe
,,,twy,individual,living,Tawoyan
,,,txa,individual,living,Tombonuo
,,,txb,individual,historical,Tokharian B
,,,txc,individual,extinct,Tsetsaut
,,,txe,individual,living,Totoli
,,,txg,individual,historical,Tangut
,,,txh,individual,historical,Thracian
,,,txi,individual,living,Ikpeng
,,,txj,individual,living,Tarjumo
,,,txm,individual,living,Tomini
,,,txn,individual,living,West Tarangan
,,,txo,individual,living,Toto
,,,txq,individual,living,Tii
,,,txr,individual,historical,Tartessian
,,,txs,individual,living,Tonsea
,,,txt,individual,living,Citak
,,,txu,individual,living,Kayapó
,,,txx,individual,living,Tatana
,,,txy,individual,living,Tanosy Malagasy
,,,tya,individual,living,Tauya
,,,tye,individual,living,Kyanga
,,,tyh,individual,living,O'du
,,,tyi,individual,living,Teke-Tsaayi
,,,tyj,individual,living,Tai Do
,,,tyl,individual,living,Thu Lao
,,,tyn,individual,living,Kombai
,,,typ,individual,extinct,Thaypan
,,,tyr,individual,living,Tai Daeng
,,,tys,individual,living,Tày Sa Pa
,,,tyt,individual,living,Tày Tac
,,,tyu,individual,living,Kua
,tyv,tyv,tyv,individual,living,Tuvinian
,,,tyx,individual,living,Teke-Tyee
,,,tyy,individual,living,Tiyaa
,,,tyz,individual,living,Tày
,,,tza,individual,living,Tanzanian Sign Language
,,,tzh,individual,living,Tzeltal
,,,tzj,individual,living,Tz'utujil
,,,tzl,individual,constructed,Talossan
,,,tzm,individual,living,Central Atlas Tamazight
,,,tzn,individual,living,Tugun
,,,tzo,individual,living,Tzotzil
,,,tzx,individual,living,Tabriak
,,,uam,individual,extinct,Uamué
,,,uan,individual,living,Kuan
,,,uar,individual,living,Tairuma
,,,uba,individual,living,Ubang
,,,ubi,individual,living,Ubi
,,,ubl,individual,living,Buhi'non Bikol
,,,ubr,individual,living,Ubir
,,,ubu,individual,living,Umbu-Ungu
,,,uby,individual,extinct,Ubykh
,,,uda,individual,living,Uda
,,,ude,individual,living,Udihe
,,,udg,individual,living,Muduga
,,,udi,individual,living,Udi
,,,udj,individual,living,Ujir
,,,udl,individual,living,Wuzlam
,udm,udm,udm,individual,living,Udmurt
,,,udu,individual,living,Uduk
,,,ues,individual,living,Kioko
,,,ufi,individual,living,Ufim
,uga,uga,uga,individual,historical,Ugaritic
,,,ugb,individual,extinct,Kuku-Ugbanh
,,,uge,individual,living,Ughele
,,,ugh,individual,living,Kubachi
,,,ugn,individual,living,Ugandan Sign Language
,,,ugo,individual,living,Ugong
,,,ugy,individual,living,Uruguayan Sign Language
,,,uha,individual,living,Uhami
,,,uhn,individual,living,Damal
ug,uig,uig,uig,individual,living,Uighur
,,,uis,individual,living,Uisai
,,,uiv,individual,living,Iyive
,,,uji,individual,living,Tanjijili
,,,uka,individual,living,Kaburi
,,,ukg,individual,living,Ukuriguma
,,,ukh,individual,living,Ukhwejo
,,,uki,individual,living,Kui (India)
,,,ukk,individual,living,Muak Sa-aak
,,,ukl,individual,living,Ukrainian Sign Language
,,,ukp,individual,living,Ukpe-Bayobiri
,,,ukq,individual,living,Ukwa
uk,ukr,ukr,ukr,individual,living,Ukrainian
,,,uks,individual,living,Urubú-Kaapor Sign Language
,,,uku,individual,living,Ukue
,,,ukv,individual,living,Kuku
,,,ukw,individual,living,Ukwuani-Aboh-Ndoni
,,,uky,individual,extinct,Kuuk-Yak
,,,ula,individual,living,Fungwa
,,,ulb,individual,living,Ulukwumi
,,,ulc,individual,living,Ulch
,,,ule,individual,extinct,Lule
,,,ulf,individual,living,Usku
,,,uli,individual,living,Ulithian
,,,ulk,individual,living,Meriam Mir
,,,ull,individual,living,Ullatan
,,,ulm,individual,living,Ulumanda'
,,,uln,individual,living,Unserdeutsch
,,,ulu,individual,living,Uma' Lung
,,,ulw,individual,living,Ulwa
,,,uly,individual,living,Buli
,,,uma,individual,living,Umatilla
,umb,umb,umb,individual,living,Umbundu
,,,umc,individual,historical,Marrucinian
,,,umd,individual,extinct,Umbindhamu
,,,umg,individual,extinct,Morrobalama
,,,umi,individual,living,Ukit
,,,umm,individual,living,Umon
,,,umn,individual,living,Makyan Naga
,,,umo,individual,extinct,Umotína
,,,ump,individual,living,Umpila
,,,umr,individual,extinct,Umbugarla
,,,ums,individual,living,Pendau
,,,umu,individual,living,Munsee
,,,una,individual,living,North Watut
,und,und,und,special,special,Undetermined
,,,une,individual,living,Uneme
,,,ung,individual,living,Ngarinyin
,,,uni,individual,living,Uni
,,,unk,individual,living,Enawené-Nawé
,,,unm,individual,extinct,Unami
,,,unn,individual,living,Kurnai
,,,unr,individual,living,Mundari
,,,unu,individual,living,Unubahe
,,,unx,individual,living,Munda
,,,unz,individual,living,Unde Kaili
,,,uon,individual,extinct,Kulon
,,,upi,individual,living,Umeda
,,,upv,individual,living,Uripiv-Wala-Rano-Atchin
,,,ura,individual,living,Urarina
,,,urb,individual,living,Urubú-Kaapor
,,,urc,individual,extinct,Urningangg
ur,urd,urd,urd,individual,living,Urdu
,,,ure,individual,living,Uru
,,,urf,individual,extinct,Uradhi
,,,urg,individual,living,Urigina
,,,urh,individual,living,Urhobo
,,,uri,individual,living,Urim
,,,urk,individual,living,Urak Lawoi'
,,,url,individual,living,Urali
,,,urm,individual,living,Urapmin
,,,urn,individual,living,Uruangnirin
,,,uro,individual,living,Ura (Papua New Guinea)
,,,urp,individual,living,Uru-Pa-In
,,,urr,individual,living,Lehalurup
,,,urt,individual,living,Urat
,,,uru,individual,extinct,Urumi
,,,urv,individual,extinct,Uruava
,,,urw,individual,living,Sop
,,,urx,individual,living,Urimo
,,,ury,individual,living,Orya
,,,urz,individual,living,Uru-Eu-Wau-Wau
,,,usa,individual,living,Usarufa
,,,ush,individual,living,Ushojo
,,,usi,individual,living,Usui
,,,usk,individual,living,Usaghade
,,,usp,individual,living,Uspanteco
,,,uss,individual,living,us-Saare
,,,usu,individual,living,Uya
,,,uta,individual,living,Otank
,,,ute,individual,living,Ute-Southern Paiute
,,,uth,individual,living,ut-Hun
,,,utp,individual,living,Amba (Solomon Islands)
,,,utr,individual,living,Etulo
,,,utu,individual,living,Utu
,,,uum,individual,living,Urum
,,,uur,individual,living,Ura (Vanuatu)
,,,uuu,individual,living,U
,,,uve,individual,living,West Uvean
,,,uvh,individual,living,Uri
,,,uvl,individual,living,Lote
,,,uwa,individual,living,Kuku-Uwanh
,,,uya,individual,living,Doko-Uyanga
uz,uzb,uzb,uzb,macrolanguage,living,Uzbek
,,,uzn,individual,living,Northern Uzbek
